Codigo,Codigo_caracteristica,Descripcion_caracteristica,Valor,Linea,Toma,Observacion,Descripcion,Activo
44408,DIMR,Dimensional Carrera,203.0,,,,,
44408,DIMA,Dimensional Abierto,495.0,,,,,
44410,DIMC,Dimensional Cerrado,298.0,,,,,
44410,TASU,Toma de Anclaje Superior,0.0,,,,,
44410,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44410,DIMR,Dimensional Carrera,215.0,,,,,
44410,DIMA,Dimensional Abierto,513.0,,,,,
44412,DIMC,Dimensional Cerrado,365.0,,,,,
44412,TASU,Toma de Anclaje Superior,0.0,,,,,
44412,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44412,DIMR,Dimensional Carrera,163.0,,,,,
44412,DIMA,Dimensional Abierto,528.0,,,,,
44413,DIMC,Dimensional Cerrado,331.0,,,,,
44413,TASU,Toma de Anclaje Superior,0.0,,,,,
44413,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44413,DIMR,Dimensional Carrera,142.0,,,,,
44413,DIMA,Dimensional Abierto,473.0,,,,,
44414,DIMC,Dimensional Cerrado,310.0,,,,,
44414,TASU,Toma de Anclaje Superior,0.0,,,,,
44414,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44414,DIMR,Dimensional Carrera,209.0,,,,,
44414,DIMA,Dimensional Abierto,519.0,,,,,
44415,DIMC,Dimensional Cerrado,345.0,,,,,
44415,TASU,Toma de Anclaje Superior,0.0,,,,,
44415,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44415,DIMR,Dimensional Carrera,155.0,,,,,
44415,DIMA,Dimensional Abierto,500.0,,,,,
44416,DIMC,Dimensional Cerrado,347.0,,,,,
44416,TASU,Toma de Anclaje Superior,0.0,,,,,
44416,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44416,DIMR,Dimensional Carrera,137.0,,,,,
44416,DIMA,Dimensional Abierto,484.0,,,,,
44418,DIMC,Dimensional Cerrado,298.0,,,,,
44418,TASU,Toma de Anclaje Superior,0.0,,,,,
44418,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44418,DIMR,Dimensional Carrera,215.0,,,,,
44418,DIMA,Dimensional Abierto,513.0,,,,,
44419,DIMC,Dimensional Cerrado,376.0,,,,,
44419,TASU,Toma de Anclaje Superior,0.0,,,,,
44419,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44419,DIMR,Dimensional Carrera,147.0,,,,,
44419,DIMA,Dimensional Abierto,523.0,,,,,
44420,DIMC,Dimensional Cerrado,353.0,,,,,
44420,TASU,Toma de Anclaje Superior,0.0,,,,,
44420,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44420,DIMR,Dimensional Carrera,141.0,,,,,
44420,DIMA,Dimensional Abierto,494.0,,,,,
44421,DIMC,Dimensional Cerrado,300.0,,,,,
44421,TASU,Toma de Anclaje Superior,0.0,,,,,
44421,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44421,DIMR,Dimensional Carrera,196.0,,,,,
44421,DIMA,Dimensional Abierto,496.0,,,,,
44422,DIMC,Dimensional Cerrado,343.0,,,,,
44422,TASU,Toma de Anclaje Superior,0.0,,,,,
44422,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44422,DIMR,Dimensional Carrera,172.0,,,,,
44422,DIMA,Dimensional Abierto,515.0,,,,,
44423,DIMC,Dimensional Cerrado,346.0,,,,,
44423,TASU,Toma de Anclaje Superior,0.0,,,,,
44423,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44423,DIMR,Dimensional Carrera,192.0,,,,,
44423,DIMA,Dimensional Abierto,538.0,,,,,
44424,DIMC,Dimensional Cerrado,379.0,,,,,
44424,TASU,Toma de Anclaje Superior,0.0,,,,,
44424,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44424,DIMR,Dimensional Carrera,184.0,,,,,
44424,DIMA,Dimensional Abierto,563.0,,,,,
44425,DIMC,Dimensional Cerrado,326.0,,,,,
44425,TASU,Toma de Anclaje Superior,0.0,,,,,
44425,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44425,DIMR,Dimensional Carrera,152.0,,,,,
44425,DIMA,Dimensional Abierto,478.0,,,,,
44426,DIMC,Dimensional Cerrado,334.0,,,,,
44426,TASU,Toma de Anclaje Superior,0.0,,,,,
44426,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44426,DIMR,Dimensional Carrera,139.0,,,,,
44426,DIMA,Dimensional Abierto,473.0,,,,,
44427,DIMC,Dimensional Cerrado,310.0,,,,,
44427,TASU,Toma de Anclaje Superior,0.0,,,,,
44427,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44427,DIMR,Dimensional Carrera,201.0,,,,,
44427,DIMA,Dimensional Abierto,511.0,,,,,
44428,DIMC,Dimensional Cerrado,298.0,,,,,
44428,TASU,Toma de Anclaje Superior,0.0,,,,,
44428,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44428,DIMR,Dimensional Carrera,203.0,,,,,
44428,DIMA,Dimensional Abierto,501.0,,,,,
44429,DIMC,Dimensional Cerrado,357.0,,,,,
44429,TASU,Toma de Anclaje Superior,0.0,,,,,
44429,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44429,DIMR,Dimensional Carrera,180.0,,,,,
44429,DIMA,Dimensional Abierto,537.0,,,,,
44439,DIMC,Dimensional Cerrado,305.0,,,,,
44439,TASU,Toma de Anclaje Superior,0.0,,,,,
44439,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44439,DIMR,Dimensional Carrera,148.0,,,,,
44439,DIMA,Dimensional Abierto,453.0,,,,,
44440,DIMC,Dimensional Cerrado,257.0,,,,,
44440,TASU,Toma de Anclaje Superior,0.0,,,,,
44440,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44440,DIMR,Dimensional Carrera,148.0,,,,,
44440,DIMA,Dimensional Abierto,424.0,,,,,
44441,DIMC,Dimensional Cerrado,375.0,,,,,
44441,TASU,Toma de Anclaje Superior,0.0,,,,,
44441,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44441,DIMR,Dimensional Carrera,163.0,,,,,
44441,DIMA,Dimensional Abierto,538.0,,,,,
44442,DIMC,Dimensional Cerrado,347.0,,,,,
44442,TASU,Toma de Anclaje Superior,0.0,,,,,
44442,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44442,DIMR,Dimensional Carrera,159.0,,,,,
44442,DIMA,Dimensional Abierto,506.0,,,,,
44443,DIMC,Dimensional Cerrado,358.0,,,,,
44443,TASU,Toma de Anclaje Superior,0.0,,,,,
44443,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44443,DIMR,Dimensional Carrera,165.0,,,,,
44443,DIMA,Dimensional Abierto,523.0,,,,,
44445,DIMC,Dimensional Cerrado,341.0,,,,,
44445,TASU,Toma de Anclaje Superior,0.0,,,,,
44445,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44445,DIMR,Dimensional Carrera,156.0,,,,,
44445,DIMA,Dimensional Abierto,497.0,,,,,
44446,DIMC,Dimensional Cerrado,321.0,,,,,
44446,TASU,Toma de Anclaje Superior,0.0,,,,,
44446,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44446,DIMR,Dimensional Carrera,143.0,,,,,
44446,DIMA,Dimensional Abierto,464.0,,,,,
44447,DIMC,Dimensional Cerrado,357.0,,,,,
44447,TASU,Toma de Anclaje Superior,0.0,,,,,
44447,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44447,DIMR,Dimensional Carrera,180.0,,,,,
44447,DIMA,Dimensional Abierto,537.0,,,,,
44449,DIMC,Dimensional Cerrado,347.0,,,,,
44449,TASU,Toma de Anclaje Superior,0.0,,,,,
44449,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44449,DIMR,Dimensional Carrera,159.0,,,,,
44449,DIMA,Dimensional Abierto,506.0,,,,,
44451,DIMC,Dimensional Cerrado,321.0,,,,,
44451,TASU,Toma de Anclaje Superior,0.0,,,,,
44451,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44451,DIMR,Dimensional Carrera,143.0,,,,,
44451,DIMA,Dimensional Abierto,464.0,,,,,
44452,DIMC,Dimensional Cerrado,358.0,,,,,
44452,TASU,Toma de Anclaje Superior,0.0,,,,,
44452,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44452,DIMR,Dimensional Carrera,165.0,,,,,
44452,DIMA,Dimensional Abierto,523.0,,,,,
44453 I,DIMA,Dimensional Abierto,460.0,,,,,
44453 I,DIMR,Dimensional Carrera,145.0,,,,,
44453 I,DIMC,Dimensional Cerrado,315.0,,,,,
44453 I,TAIN,Toma de Anclaje Inferior,,,,,,
44453 I,TASU,Toma de Anclaje Superior,,,,,,
44454 D,DIMA,Dimensional Abierto,460.0,,,,,
44454 D,DIMR,Dimensional Carrera,145.0,,,,,
44454 D,DIMC,Dimensional Cerrado,315.0,,,,,
44454 D,TAIN,Toma de Anclaje Inferior,,,,,,
44454 D,TASU,Toma de Anclaje Superior,,,,,,
46401,DIMC,Dimensional Cerrado,449.0,,,,,
46401,TASU,Toma de Anclaje Superior,0.0,,,,,
46401,TAIN,Toma de Anclaje Inferior,0.0,,,,,
46401,DIMR,Dimensional Carrera,174.0,,,,,
46401,DIMA,Dimensional Abierto,623.0,,,,,
46402,DIMC,Dimensional Cerrado,469.0,,,,,
46402,TASU,Toma de Anclaje Superior,0.0,,,,,
46402,TAIN,Toma de Anclaje Inferior,0.0,,,,,
46402,DIMR,Dimensional Carrera,154.0,,,,,
46402,DIMA,Dimensional Abierto,623.0,,,,,
38841c,DIMA,Dimensional Abierto,593.0,,,,,
38841c,DIMR,Dimensional Carrera,197.0,,,,,
38841c,DIMC,Dimensional Cerrado,396.0,,,,,
38841c,TAIN,Toma de Anclaje Inferior,,,,,,
38841c,TASU,Toma de Anclaje Superior,,,,,,
38841c,REM,Reemplazado por,,,,,,
38873,DIMC,Dimensional Cerrado,363.0,,,,,
38873,TASU,Toma de Anclaje Superior,0.0,,,,,
38873,TAIN,Toma de Anclaje Inferior,0.0,,,,,
38873,DIMR,Dimensional Carrera,135.0,,,,,
38873,DIMA,Dimensional Abierto,498.0,,,,,
38842c,DIMA,Dimensional Abierto,607.0,,,,,
38842c,DIMR,Dimensional Carrera,192.0,,,,,
38842c,DIMC,Dimensional Cerrado,415.0,,,,,
38842c,TAIN,Toma de Anclaje Inferior,,,,,,
38842c,TASU,Toma de Anclaje Superior,,,,,,
38842c,REM,Reemplazado por,,,,,,
38840c,DIMA,Dimensional Abierto,626.0,,,,,
38840c,DIMR,Dimensional Carrera,184.0,,,,,
38840c,DIMC,Dimensional Cerrado,442.0,,,,,
38840c,TASU,Toma de Anclaje Superior,,,,,,
38840c,TAIN,Toma de Anclaje Inferior,,,,,,
38836c,DIMA,Dimensional Abierto,621.0,,,,,
38836c,DIMR,Dimensional Carrera,197.0,,,,,
38836c,DIMC,Dimensional Cerrado,424.0,,,,,
38836c,TAIN,Toma de Anclaje Inferior,,,,,,
38836c,TASU,Toma de Anclaje Superior,,,,,,
38836c,REM,Reemplazado por,,,,,,
38838c,DIMA,Dimensional Abierto,594.0,,,,,
38838c,DIMR,Dimensional Carrera,164.0,,,,,
38838c,DIMC,Dimensional Cerrado,430.0,,,,,
38838c,TAIN,Toma de Anclaje Inferior,,,,,,
38838c,TASU,Toma de Anclaje Superior,,,,,,
38838c,REM,Reemplazado por,,,,,,
46504 D,REM,Reemplazado por,,,,,,
46504 D,DIMA,Dimensional Abierto,540.0,,,,,
46504 D,DIMR,Dimensional Carrera,195.0,,,,,
46504 D,DIMC,Dimensional Cerrado,345.0,,,,,
46504 D,TAIN,Toma de Anclaje Inferior,,,,,,
46504 D,TASU,Toma de Anclaje Superior,,,,,,
46503 I,REM,Reemplazado por,,,,,,
46503 I,DIMA,Dimensional Abierto,540.0,,,,,
46503 I,DIMR,Dimensional Carrera,195.0,,,,,
46503 I,DIMC,Dimensional Cerrado,345.0,,,,,
46503 I,TASU,Toma de Anclaje Superior,,,,,,
46503 I,TAIN,Toma de Anclaje Inferior,,,,,,
94171 I,DIMA,Dimensional Abierto,486.0,,,,,
94171 I,DIMC,Dimensional Cerrado,298.0,,,,,
94171 I,DIMR,Dimensional Carrera,188.0,,,,,
94171 I,TASU,Toma de Anclaje Superior,,,,,,
83713,DIMA,Dimensional Abierto,634.0,,,,,
83713,DIMC,Dimensional Cerrado,393.0,,,,,
83713,TASU,Toma de Anclaje Superior,0.0,,,,,
83713,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83713,DIMR,Dimensional Carrera,241.0,,,,,
83713,REM,Reemplazado por,,,,,,
83717,DIMA,Dimensional Abierto,414.0,,,,,
83717,DIMC,Dimensional Cerrado,265.0,,,,,
83717,TASU,Toma de Anclaje Superior,0.0,,,,,
83717,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83717,DIMR,Dimensional Carrera,149.0,,,,,
83717,REM,Reemplazado por,,,,,,
83721,DIMA,Dimensional Abierto,460.0,,,,,
83721,DIMC,Dimensional Cerrado,353.0,,,,,
83721,TASU,Toma de Anclaje Superior,0.0,,,,,
83721,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83721,DIMR,Dimensional Carrera,107.0,,,,,
83726,DIMA,Dimensional Abierto,681.0,,,,,
83726,DIMC,Dimensional Cerrado,470.0,,,,,
83726,TASU,Toma de Anclaje Superior,0.0,,,,,
83726,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83726,DIMR,Dimensional Carrera,211.0,,,,,
83726,27,Incluye Tope y Fuelle,,,,,,
83733,DIMA,Dimensional Abierto,688.0,,,,,
83733,DIMC,Dimensional Cerrado,470.0,,,,,
83733,TASU,Toma de Anclaje Superior,,,,,,
83733,TAIN,Toma de Anclaje Inferior,,,,,,
83733,DIMR,Dimensional Carrera,218.0,,,,,
83733,27,Incluye Tope y Fuelle,,,,,,
83735,DIMA,Dimensional Abierto,496.0,,,,,
83735,DIMC,Dimensional Cerrado,298.0,,,,,
83735,TASU,Toma de Anclaje Superior,0.0,,,,,
83735,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83735,DIMR,Dimensional Carrera,198.0,,,,,
83736,DIMA,Dimensional Abierto,344.0,,,,,
83736,DIMC,Dimensional Cerrado,230.0,,,,,
83736,TASU,Toma de Anclaje Superior,0.0,,,,,
83736,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83736,DIMR,Dimensional Carrera,114.0,,,,,
83737,DIMA,Dimensional Abierto,556.0,,,,,
83737,DIMC,Dimensional Cerrado,343.0,,,,,
83737,TASU,Toma de Anclaje Superior,0.0,,,,,
83737,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83737,DIMR,Dimensional Carrera,213.0,,,,,
83738,DIMA,Dimensional Abierto,363.0,,,,,
83738,DIMC,Dimensional Cerrado,231.0,,,,,
83738,TASU,Toma de Anclaje Superior,0.0,,,,,
83738,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83738,DIMR,Dimensional Carrera,132.0,,,,,
83739,DIMA,Dimensional Abierto,476.0,,,,,
83739,DIMC,Dimensional Cerrado,305.0,,,,,
83739,TASU,Toma de Anclaje Superior,0.0,,,,,
83739,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83739,DIMR,Dimensional Carrera,171.0,,,,,
83740,DIMA,Dimensional Abierto,387.0,,,,,
83740,DIMC,Dimensional Cerrado,258.0,,,,,
83740,TASU,Toma de Anclaje Superior,0.0,,,,,
83740,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83740,DIMR,Dimensional Carrera,130.0,,,,,
83741,DIMA,Dimensional Abierto,596.0,,,,,
83741,DIMC,Dimensional Cerrado,401.0,,,,,
83741,TASU,Toma de Anclaje Superior,0.0,,,,,
83741,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83741,DIMR,Dimensional Carrera,195.0,,,,,
83742,DIMA,Dimensional Abierto,626.0,,,,,
83742,DIMC,Dimensional Cerrado,431.0,,,,,
83742,TASU,Toma de Anclaje Superior,0.0,,,,,
83742,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83742,DIMR,Dimensional Carrera,195.0,,,,,
83742,27,Incluye Tope y Fuelle,,,,,,
83743,DIMA,Dimensional Abierto,455.0,,,,,
83743,DIMC,Dimensional Cerrado,332.0,,,,,
83743,TASU,Toma de Anclaje Superior,0.0,,,,,
83743,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83743,DIMR,Dimensional Carrera,123.0,,,,,
83744,DIMA,Dimensional Abierto,635.0,,,,,
83744,DIMC,Dimensional Cerrado,380.0,,,,,
83744,TASU,Toma de Anclaje Superior,0.0,,,,,
83744,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83744,DIMR,Dimensional Carrera,255.0,,,,,
83745,DIMA,Dimensional Abierto,701.0,,,,,
83745,DIMC,Dimensional Cerrado,479.0,,,,,
83745,TASU,Toma de Anclaje Superior,0.0,,,,,
83745,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83745,DIMR,Dimensional Carrera,222.0,,,,,
83746,DIMA,Dimensional Abierto,688.0,,,,,
83746,DIMC,Dimensional Cerrado,477.0,,,,,
83746,TASU,Toma de Anclaje Superior,0.0,,,,,
83746,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83746,DIMR,Dimensional Carrera,211.0,,,,,
83748,DIMA,Dimensional Abierto,600.0,,,,,
83748,DIMC,Dimensional Cerrado,383.0,,,,,
83748,TASU,Toma de Anclaje Superior,0.0,,,,,
83748,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83748,DIMR,Dimensional Carrera,217.0,,,,,
84725,DIMA,Dimensional Abierto,322.0,,,,,
84725,DIMC,Dimensional Cerrado,234.0,,,,,
84725,TASU,Toma de Anclaje Superior,0.0,,,,,
84725,TAIN,Toma de Anclaje Inferior,0.0,,,,,
84725,DIMR,Dimensional Carrera,88.0,,,,,
84727,DIMA,Dimensional Abierto,371.0,,,,,
84727,DIMC,Dimensional Cerrado,251.0,,,,,
84727,TASU,Toma de Anclaje Superior,0.0,,,,,
84727,TAIN,Toma de Anclaje Inferior,0.0,,,,,
84727,DIMR,Dimensional Carrera,120.0,,,,,
84728,DIMA,Dimensional Abierto,574.0,,,,,
84728,DIMC,Dimensional Cerrado,348.0,,,,,
84728,TASU,Toma de Anclaje Superior,0.0,,,,,
84728,TAIN,Toma de Anclaje Inferior,0.0,,,,,
84728,DIMR,Dimensional Carrera,226.0,,,,,
84729,DIMA,Dimensional Abierto,537.0,,,,,
84729,DIMC,Dimensional Cerrado,335.0,,,,,
84729,TASU,Toma de Anclaje Superior,0.0,,,,,
84729,TAIN,Toma de Anclaje Inferior,0.0,,,,,
84729,DIMR,Dimensional Carrera,202.0,,,,,
84730,DIMA,Dimensional Abierto,545.0,,,,,
84730,DIMC,Dimensional Cerrado,347.0,,,,,
84730,TASU,Toma de Anclaje Superior,0.0,,,,,
84730,TAIN,Toma de Anclaje Inferior,0.0,,,,,
84730,DIMR,Dimensional Carrera,198.0,,,,,
94007,DIMA,Dimensional Abierto,541.0,,,,,
94007,DIMC,Dimensional Cerrado,379.0,,,,,
94007,TASU,Toma de Anclaje Superior,0.0,,,,,
94007,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94007,DIMR,Dimensional Carrera,162.0,,,,,
94008,DIMA,Dimensional Abierto,751.0,,,,,
94008,DIMC,Dimensional Cerrado,532.0,,,,,
94008,TASU,Toma de Anclaje Superior,0.0,,,,,
94008,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94008,DIMR,Dimensional Carrera,219.0,,,,,
94009,DIMA,Dimensional Abierto,542.0,,,,,
94009,DIMC,Dimensional Cerrado,375.0,,,,,
94009,TASU,Toma de Anclaje Superior,0.0,,,,,
94009,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94009,DIMR,Dimensional Carrera,167.0,,,,,
94102,DIMA,Dimensional Abierto,528.0,,,,,
94102,DIMC,Dimensional Cerrado,365.0,,,,,
94102,TASU,Toma de Anclaje Superior,0.0,,,,,
94102,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94102,DIMR,Dimensional Carrera,163.0,,,,,
94102,REM,Reemplazado por,,,,,,
94119,DIMA,Dimensional Abierto,496.0,,,,,
94119,DIMC,Dimensional Cerrado,300.0,,,,,
94119,TASU,Toma de Anclaje Superior,0.0,,,,,
94119,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94119,DIMR,Dimensional Carrera,196.0,,,,,
94119,REM,Reemplazado por,,,,,,
94120,DIMA,Dimensional Abierto,504.0,,,,,
94120,DIMC,Dimensional Cerrado,353.0,,,,,
94120,TASU,Toma de Anclaje Superior,0.0,,,,,
94120,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94120,DIMR,Dimensional Carrera,151.0,,,,,
94120,REM,Reemplazado por,,,,,,
94129,DIMA,Dimensional Abierto,480.0,,,,,
94129,DIMC,Dimensional Cerrado,312.0,,,,,
94129,TASU,Toma de Anclaje Superior,0.0,,,,,
94129,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94129,DIMR,Dimensional Carrera,168.0,,,,,
94130,DIMA,Dimensional Abierto,500.0,,,,,
94130,DIMC,Dimensional Cerrado,333.0,,,,,
94130,TASU,Toma de Anclaje Superior,0.0,,,,,
94130,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94130,DIMR,Dimensional Carrera,167.0,,,,,
94131,DIMA,Dimensional Abierto,500.0,,,,,
94131,DIMC,Dimensional Cerrado,333.0,,,,,
94131,TASU,Toma de Anclaje Superior,0.0,,,,,
94131,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94131,DIMR,Dimensional Carrera,167.0,,,,,
94131,REM,Reemplazado por,,,,,,
94135,DIMA,Dimensional Abierto,447.0,,,,,
94135,DIMC,Dimensional Cerrado,297.0,,,,,
94135,TASU,Toma de Anclaje Superior,0.0,,,,,
94135,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94135,DIMR,Dimensional Carrera,150.0,,,,,
94137,DIMA,Dimensional Abierto,488.0,,,,,
94137,DIMC,Dimensional Cerrado,331.0,,,,,
94137,TASU,Toma de Anclaje Superior,0.0,,,,,
94137,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94137,DIMR,Dimensional Carrera,157.0,,,,,
94138,DIMA,Dimensional Abierto,491.0,,,,,
94138,DIMC,Dimensional Cerrado,327.0,,,,,
94138,TASU,Toma de Anclaje Superior,0.0,,,,,
94138,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94138,DIMR,Dimensional Carrera,164.0,,,,,
94139,DIMA,Dimensional Abierto,478.0,,,,,
94139,DIMC,Dimensional Cerrado,329.0,,,,,
94139,TASU,Toma de Anclaje Superior,0.0,,,,,
94139,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94139,DIMR,Dimensional Carrera,149.0,,,,,
94141 D,DIMA,Dimensional Abierto,524.0,,,,,
94141 D,DIMR,Dimensional Carrera,164.0,,,,,
94141 D,DIMC,Dimensional Cerrado,360.0,,,,,
94141 D,TAIN,Toma de Anclaje Inferior,,,,,,
94141 D,TASU,Toma de Anclaje Superior,,,,,,
94142 I,DIMA,Dimensional Abierto,524.0,,,,,
94142 I,DIMR,Dimensional Carrera,164.0,,,,,
94142 I,DIMC,Dimensional Cerrado,360.0,,,,,
94142 I,TAIN,Toma de Anclaje Inferior,,,,,,
94142 I,TASU,Toma de Anclaje Superior,,,,,,
84751,DIMA,Dimensional Abierto,610.0,,,,,
84751,DIMR,Dimensional Carrera,128.0,,,,,
84751,DIMC,Dimensional Cerrado,482.0,,,,,
84751,TASU,Toma de Anclaje Superior,,,,,,
95601,DIMA,Dimensional Abierto,456.0,,,,,
95601,DIMC,Dimensional Cerrado,301.0,,,,,
95601,DIMR,Dimensional Carrera,155.0,,,,,
95601,TASU,Toma de Anclaje Superior,,,,,,
83824,DIMA,Dimensional Abierto,616.0,,,,,
83824,DIMC,Dimensional Cerrado,243.0,,,,,
83824,DIMR,Dimensional Carrera,224.0,,,,,
83824,TAIN,Toma de Anclaje Inferior,,,,,,
83824,TASU,Toma de Anclaje Superior,,,,,,
94172 D,DIMA,Dimensional Abierto,495.0,,,,,
94172 D,DIMC,Dimensional Cerrado,332.0,,,,,
94172 D,DIMR,Dimensional Carrera,163.0,,,,,
94172 D,TASU,Toma de Anclaje Superior,,,,,,
94173 I,DIMA,Dimensional Abierto,495.0,,,,,
94173 I,DIMC,Dimensional Cerrado,332.0,,,,,
94173 I,DIMR,Dimensional Carrera,163.0,,,,,
94173 I,TASU,Toma de Anclaje Superior,,,,,,
83799,DIMA,Dimensional Abierto,385.0,,,,,
83799,DIMC,Dimensional Cerrado,260.0,,,,,
83799,DIMR,Dimensional Carrera,125.0,,,,,
83799,TASU,Toma de Anclaje Superior,,,,,,
83799,TAIN,Toma de Anclaje Inferior,,,,,,
94140,DIMA,Dimensional Abierto,478.0,,,,,
94140,DIMC,Dimensional Cerrado,321.0,,,,,
94140,TASU,Toma de Anclaje Superior,0.0,,,,,
94140,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94140,DIMR,Dimensional Carrera,157.0,,,,,
83747,DIMA,Dimensional Abierto,451.0,,,,,
83747,DIMC,Dimensional Cerrado,289.0,,,,,
83747,TASU,Toma de Anclaje Superior,0.0,,,,,
83747,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83747,DIMR,Dimensional Carrera,162.0,,,,,
94238,DIMA,Dimensional Abierto,552.0,,,,,
94238,DIMC,Dimensional Cerrado,375.0,,,,,
94238,DIMR,Dimensional Carrera,177.0,,,,,
94238,TASU,Toma de Anclaje Superior,,,,,,
94239,DIMA,Dimensional Abierto,552.0,,,,,
94239,DIMC,Dimensional Cerrado,375.0,,,,,
94239,DIMR,Dimensional Carrera,177.0,,,,,
94239,TASU,Toma de Anclaje Superior,,,,,,
94143,DIMA,Dimensional Abierto,534.0,,,,,
94143,DIMC,Dimensional Cerrado,374.0,,,,,
94143,TASU,Toma de Anclaje Superior,0.0,,,,,
94143,TAIN,Toma de Anclaje Inferior,0.0,,,,,
94143,DIMR,Dimensional Carrera,160.0,,,,,
83749,DIMA,Dimensional Abierto,410.0,,,,,
83749,DIMC,Dimensional Cerrado,340.0,,,,,
83749,TASU,Toma de Anclaje Superior,0.0,,,,,
83749,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83749,DIMR,Dimensional Carrera,70.0,,,,,
83750,DIMA,Dimensional Abierto,410.0,,,,,
83750,DIMC,Dimensional Cerrado,340.0,,,,,
83750,TASU,Toma de Anclaje Superior,0.0,,,,,
83750,TAIN,Toma de Anclaje Inferior,0.0,,,,,
83750,DIMR,Dimensional Carrera,70.0,,,,,
44124,DIMC,Dimensional Cerrado,372.0,,,,,
44124,TASU,Toma de Anclaje Superior,0.0,,,,,
44124,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44124,DIMR,Dimensional Carrera,182.0,,,,,
44124,DIMA,Dimensional Abierto,554.0,,,,,
84747,DIMA,Dimensional Abierto,416.0,,,,,
84747,DIMC,Dimensional Cerrado,260.0,,,,,
84747,DIMR,Dimensional Carrera,156.0,,,,,
84747,TASU,Toma de Anclaje Superior,,,,,,
84747,TAIN,Toma de Anclaje Inferior,,,,,,
44458,DIMC,Dimensional Cerrado,369.0,,,,,
44458,TASU,Toma de Anclaje Superior,0.0,,,,,
44458,TAIN,Toma de Anclaje Inferior,0.0,,,,,
44458,DIMR,Dimensional Carrera,178.0,,,,,
44458,DIMA,Dimensional Abierto,547.0,,,,,
38056,DIMC,Dimensional Cerrado,295.0,,,,,
38056,TASU,Toma de Anclaje Superior,0.0,,,,,
38056,TAIN,Toma de Anclaje Inferior,0.0,,,,,
38056,DIMR,Dimensional Carrera,144.0,,,,,
38056,DIMA,Dimensional Abierto,439.0,,,,,
