Codigo,Codigo_caracteristica,Descripcion_caracteristica,Valor,Linea,Toma,Observacion,Descripcion,Activo
SP282,DIMA,Dimensional Abierto,729.0,,,,,
SP282,DIMC,Dimensional Cerrado,494.0,,,,,
SP282,DIMR,Dimensional Carrera,235.0,,,,,
SP282,TAIN,Toma de Anclaje Inferior,,,,,,
SP282,TASU,Toma de Anclaje Superior,,,,,,
SP049,TAIN,Toma de Anclaje Inferior,,,,,,
SP049,TASU,Toma de Anclaje Superior,,,,,,
SP049,DIMA,Dimensional Abierto,619.5,,,,,
SP049,DIMC,Dimensional Cerrado,455.5,,,,,
SP049,DIMR,Dimensional Carrera,164.0,,,,,
742247SP,DIMA,Dimensional Abierto,553.0,,,,,
742247SP,DIMR,Dimensional Carrera,68.0,,,,,
742247SP,DIMC,Dimensional Cerrado,485.0,,,,,
742247SP,TAIN,Toma de Anclaje Inferior,,,,,,
742247SP,TASU,Toma de Anclaje Superior,,,,,,
742049SP,DIMA,Dimensional Abierto,418.0,,,,,
742049SP,DIMR,Dimensional Carrera,138.0,,,,,
742049SP,DIMC,Dimensional Cerrado,280.0,,,,,
742049SP,TAIN,Toma de Anclaje Inferior,,,,,,
742049SP,TASU,Toma de Anclaje Superior,,,,,,
742050SP,DIMA,Dimensional Abierto,418.0,,,,,
742050SP,DIMR,Dimensional Carrera,138.0,,,,,
742050SP,DIMC,Dimensional Cerrado,280.0,,,,,
742050SP,TAIN,Toma de Anclaje Inferior,,,,,,
742050SP,TASU,Toma de Anclaje Superior,,,,,,
742075SP,DIMA,Dimensional Abierto,424.0,,,,,
742075SP,DIMR,Dimensional Carrera,112.0,,,,,
742075SP,DIMC,Dimensional Cerrado,312.0,,,,,
742075SP,TASU,Toma de Anclaje Superior,,,,,,
742084SP,DIMA,Dimensional Abierto,468.0,,,,,
742084SP,DIMR,Dimensional Carrera,162.0,,,,,
742084SP,DIMC,Dimensional Cerrado,306.0,,,,,
742084SP,TASU,Toma de Anclaje Superior,,,,,,
742085SP,DIMA,Dimensional Abierto,468.0,,,,,
742085SP,DIMR,Dimensional Carrera,162.0,,,,,
742085SP,DIMC,Dimensional Cerrado,306.0,,,,,
742085SP,TASU,Toma de Anclaje Superior,,,,,,
742098SP,DIMA,Dimensional Abierto,523.0,,,,,
742098SP,DIMR,Dimensional Carrera,153.0,,,,,
742098SP,DIMC,Dimensional Cerrado,370.0,,,,,
742098SP,TASU,Toma de Anclaje Superior,,,,,,
742119SP,DIMA,Dimensional Abierto,585.0,,,,,
742119SP,DIMR,Dimensional Carrera,185.0,,,,,
742119SP,DIMC,Dimensional Cerrado,400.0,,,,,
742119SP,TASU,Toma de Anclaje Superior,,,,,,
742120SP,DIMA,Dimensional Abierto,585.0,,,,,
742120SP,DIMR,Dimensional Carrera,185.0,,,,,
742120SP,DIMC,Dimensional Cerrado,400.0,,,,,
742120SP,TASU,Toma de Anclaje Superior,,,,,,
742162SP,DIMA,Dimensional Abierto,452.0,,,,,
742162SP,DIMR,Dimensional Carrera,164.0,,,,,
742162SP,DIMC,Dimensional Cerrado,288.0,,,,,
742162SP,TASU,Toma de Anclaje Superior,,,,,,
742163SP,DIMA,Dimensional Abierto,452.0,,,,,
742163SP,DIMR,Dimensional Carrera,164.0,,,,,
742163SP,DIMC,Dimensional Cerrado,288.0,,,,,
742163SP,TASU,Toma de Anclaje Superior,,,,,,
742190SP,DIMA,Dimensional Abierto,516.0,,,,,
742190SP,DIMR,Dimensional Carrera,181.0,,,,,
742190SP,DIMC,Dimensional Cerrado,335.0,,,,,
742190SP,TASU,Toma de Anclaje Superior,,,,,,
742191SP,DIMA,Dimensional Abierto,516.0,,,,,
742191SP,DIMR,Dimensional Carrera,181.0,,,,,
742191SP,DIMC,Dimensional Cerrado,335.0,,,,,
742191SP,TASU,Toma de Anclaje Superior,,,,,,
742192SP,DIMA,Dimensional Abierto,546.0,,,,,
742192SP,DIMR,Dimensional Carrera,170.0,,,,,
742192SP,DIMC,Dimensional Cerrado,376.0,,,,,
742192SP,TASU,Toma de Anclaje Superior,,,,,,
742193SP,DIMA,Dimensional Abierto,546.0,,,,,
742193SP,DIMR,Dimensional Carrera,170.0,,,,,
742193SP,DIMC,Dimensional Cerrado,376.0,,,,,
742193SP,TASU,Toma de Anclaje Superior,,,,,,
742245SP,DIMA,Dimensional Abierto,553.0,,,,,
742245SP,DIMR,Dimensional Carrera,162.0,,,,,
742245SP,DIMC,Dimensional Cerrado,391.0,,,,,
742245SP,TASU,Toma de Anclaje Superior,,,,,,
742246SP,DIMA,Dimensional Abierto,537.0,,,,,
742246SP,DIMR,Dimensional Carrera,146.0,,,,,
742246SP,DIMC,Dimensional Cerrado,391.0,,,,,
742246SP,TASU,Toma de Anclaje Superior,,,,,,
376214SP,DIMA,Dimensional Abierto,666.0,,,,,
376214SP,DIMR,Dimensional Carrera,227.0,,,,,
376214SP,DIMC,Dimensional Cerrado,439.0,,,,,
376214SP,TAIN,Toma de Anclaje Inferior,,,,,,
376214SP,TASU,Toma de Anclaje Superior,,,,,,
742016SP,DIMA,Dimensional Abierto,429.0,,,,,
742016SP,DIMR,Dimensional Carrera,183.0,,,,,
742016SP,DIMC,Dimensional Cerrado,246.0,,,,,
742016SP,TASU,Toma de Anclaje Superior,,,,,,
742017SP,DIMA,Dimensional Abierto,429.0,,,,,
742017SP,DIMR,Dimensional Carrera,183.0,,,,,
742017SP,DIMC,Dimensional Cerrado,246.0,,,,,
742017SP,TASU,Toma de Anclaje Superior,,,,,,
376082SP,DIMA,Dimensional Abierto,596.0,,,,,
376082SP,DIMR,Dimensional Carrera,230.0,,,,,
376082SP,DIMC,Dimensional Cerrado,366.0,,,,,
376082SP,TAIN,Toma de Anclaje Inferior,,,,,,
376082SP,TASU,Toma de Anclaje Superior,,,,,,
376210SP,DIMA,Dimensional Abierto,537.0,,,,,
376210SP,DIMC,Dimensional Cerrado,3768.0,,,,,
376210SP,DIMR,Dimensional Carrera,1602.0,,,,,
376210SP,TASU,Toma de Anclaje Superior,,,,,,
376210SP,TAIN,Toma de Anclaje Inferior,,,,,,
376194SP,DIMA,Dimensional Abierto,647.0,,,,,
376194SP,DIMC,Dimensional Cerrado,386.0,,,,,
376194SP,DIMR,Dimensional Carrera,261.0,,,,,
376194SP,TAIN,Toma de Anclaje Inferior,,,,,,
376194SP,TASU,Toma de Anclaje Superior,,,,,,
742253SP,DIMA,Dimensional Abierto,522.0,,,,,
742253SP,DIMR,Dimensional Carrera,140.0,,,,,
742253SP,DIMC,Dimensional Cerrado,382.0,,,,,
742253SP,TASU,Toma de Anclaje Superior,,,,,,
742000SP,DIMA,Dimensional Abierto,553.0,,,,,
742000SP,DIMR,Dimensional Carrera,165.0,,,,,
742000SP,DIMC,Dimensional Cerrado,388.0,,,,,
742000SP,TASU,Toma de Anclaje Superior,,,,,,
376228SP,DIMA,Dimensional Abierto,571.0,,,,,
376228SP,DIMR,Dimensional Carrera,222.0,,,,,
376228SP,DIMC,Dimensional Cerrado,349.0,,,,,
376228SP,TAIN,Toma de Anclaje Inferior,,,,,,
376228SP,TASU,Toma de Anclaje Superior,,,,,,
376000SP,DIMA,Dimensional Abierto,642.0,,,,,
376000SP,DIMR,Dimensional Carrera,264.0,,,,,
376000SP,DIMC,Dimensional Cerrado,378.0,,,,,
376000SP,TAIN,Toma de Anclaje Inferior,,,,,,
376000SP,TASU,Toma de Anclaje Superior,,,,,,
370009SP,DIMA,Dimensional Abierto,622.0,,,,,
370009SP,DIMC,Dimensional Cerrado,370.0,,,,,
370009SP,TAIN,Toma de Anclaje Inferior,,,,,,
370009SP,TASU,Toma de Anclaje Superior,,,,,,
376014SP,DIMA,Dimensional Abierto,655.0,,,,,
376014SP,DIMC,Dimensional Cerrado,436.0,,,,,
376014SP,TASU,Toma de Anclaje Superior,,,,,,
376014SP,TAIN,Toma de Anclaje Inferior,,,,,,
376001SP,DIMA,Dimensional Abierto,559.0,,,,,
376001SP,DIMC,Dimensional Cerrado,407.0,,,,,
376001SP,TAIN,Toma de Anclaje Inferior,,,,,,
376001SP,TASU,Toma de Anclaje Superior,,,,,,
746002SP,DIMA,Dimensional Abierto,570.0,,,,,
746002SP,DIMC,Dimensional Cerrado,381.0,,,,,
746002SP,TAIN,Toma de Anclaje Inferior,,,,,,
746002SP,TASU,Toma de Anclaje Superior,,,,,,
746003SP,DIMA,Dimensional Abierto,570.0,,,,,
746003SP,DIMC,Dimensional Cerrado,381.0,,,,,
746003SP,TAIN,Toma de Anclaje Inferior,,,,,,
746003SP,TASU,Toma de Anclaje Superior,,,,,,
379011SP,DIMA,Dimensional Abierto,503.0,,,,,
379011SP,DIMC,Dimensional Cerrado,392.0,,,,,
379011SP,TASU,Toma de Anclaje Superior,,,,,,
379011SP,TAIN,Toma de Anclaje Inferior,,,,,,
376003SP,DIMA,Dimensional Abierto,594.0,,,,,
376003SP,DIMC,Dimensional Cerrado,369.0,,,,,
376003SP,TAIN,Toma de Anclaje Inferior,,,,,,
376003SP,TASU,Toma de Anclaje Superior,,,,,,
742252SP,DIMA,Dimensional Abierto,537.0,,,,,
742252SP,DIMC,Dimensional Cerrado,391.0,,,,,
742252SP,TAIN,Toma de Anclaje Inferior,,,,,,
742252SP,TASU,Toma de Anclaje Superior,,,,,,
749026SP,DIMA,Dimensional Abierto,628.0,,,,,
749026SP,DIMC,Dimensional Cerrado,420.0,,,,,
749026SP,TASU,Toma de Anclaje Superior,,,,,,
742132SP,DIMA,Dimensional Abierto,409.0,,,,,
742132SP,DIMC,Dimensional Cerrado,278.0,,,,,
379021SP,DIMA,Dimensional Abierto,662.0,,,,,
379021SP,DIMC,Dimensional Cerrado,417.0,,,,,
379021SP,TASU,Toma de Anclaje Superior,,,,,,
379021SP,TAIN,Toma de Anclaje Inferior,,,,,,
749059SP,DIMA,Dimensional Abierto,548.0,,,,,
749059SP,DIMC,Dimensional Cerrado,386.0,,,,,
749059SP,TASU,Toma de Anclaje Superior,,,,,,
749060SP,DIMA,Dimensional Abierto,548.0,,,,,
749060SP,DIMC,Dimensional Cerrado,386.0,,,,,
749060SP,TASU,Toma de Anclaje Superior,,,,,,
749024SP,DIMA,Dimensional Abierto,550.0,,,,,
749024SP,DIMC,Dimensional Cerrado,398.0,,,,,
749025SP,DIMA,Dimensional Abierto,550.0,,,,,
749025SP,DIMC,Dimensional Cerrado,398.0,,,,,
749025SP,TASU,Toma de Anclaje Superior,,,,,,
379002SP,DIMA,Dimensional Abierto,680.0,,,,,
379002SP,DIMC,Dimensional Cerrado,437.0,,,,,
379002SP,TASU,Toma de Anclaje Superior,,,,,,
379002SP,TAIN,Toma de Anclaje Inferior,,,,,,
83872MI,DIMA,Dimensional Abierto,611.0,,,,,
83872MI,DIMC,Dimensional Cerrado,388.0,,,,,
83872MI,TAIN,Toma de Anclaje Inferior,,,,,,
83872MI,TASU,Toma de Anclaje Superior,,,,,,
749012SP,DIMA,Dimensional Abierto,459.0,,,,,
749012SP,DIMC,Dimensional Cerrado,292.0,,,,,
749013SP,DIMA,Dimensional Abierto,459.0,,,,,
749013SP,DIMC,Dimensional Cerrado,292.0,,,,,
749014SP,DIMA,Dimensional Abierto,480.0,,,,,
749014SP,DIMC,Dimensional Cerrado,306.0,,,,,
749015SP,DIMA,Dimensional Abierto,480.0,,,,,
749015SP,DIMC,Dimensional Cerrado,306.0,,,,,
749016SP,DIMA,Dimensional Abierto,457.0,,,,,
749016SP,DIMC,Dimensional Cerrado,293.0,,,,,
749017SP,DIMA,Dimensional Abierto,457.0,,,,,
749017SP,DIMC,Dimensional Cerrado,293.0,,,,,
749018SP,DIMA,Dimensional Abierto,467.0,,,,,
749018SP,DIMC,Dimensional Cerrado,297.0,,,,,
749019SP,DIMA,Dimensional Abierto,467.0,,,,,
749019SP,DIMC,Dimensional Cerrado,297.0,,,,,
SP352,DIMA,Dimensional Abierto,680.0,,,,,
SP352,DIMC,Dimensional Cerrado,452.0,,,,,
376195SP,DIMA,Dimensional Abierto,615.0,,,,,
376195SP,DIMC,Dimensional Cerrado,410.0,,,,,
376195SP,TAIN,Toma de Anclaje Inferior,,,,,,
D0312,DIMA,Dimensional Abierto,683.0,,,,,
D0312,DIMC,Dimensional Cerrado,540.0,,,,,
D0313,DIMA,Dimensional Abierto,683.0,,,,,
D0313,DIMC,Dimensional Cerrado,540.0,,,,,
D0314,DIMA,Dimensional Abierto,586.0,,,,,
D0314,DIMC,Dimensional Cerrado,380.0,,,,,
83883MI,DIMA,Dimensional Abierto,587.0,,,,,
83883MI,DIMC,Dimensional Cerrado,366.0,,,,,
83883MI,TAIN,Toma de Anclaje Inferior,,,,,,
16498,DIMA,Dimensional Abierto,553.0,,,,,
16498,DIMC,Dimensional Cerrado,363.0,,,,,
742269SP,DIMA,Dimensional Abierto,549.0,,,,,
742269SP,DIMC,Dimensional Cerrado,382.0,,,,,
D0313L,DIMA,Dimensional Abierto,683.0,,,,,
D0313L,DIMC,Dimensional Cerrado,540.0,,,,,
G8329,DIMA,Dimensional Abierto,475.0,,,,,
G8329,DIMC,Dimensional Cerrado,300.0,,,,,
G8330,DIMA,Dimensional Abierto,475.0,,,,,
G8330,DIMC,Dimensional Cerrado,300.0,,,,,
G8204,DIMA,Dimensional Abierto,471.0,,,,,
G8204,DIMC,Dimensional Cerrado,300.0,,,,,
G8205,DIMA,Dimensional Abierto,471.0,,,,,
G8205,DIMC,Dimensional Cerrado,300.0,,,,,
742222SP,DIMA,Dimensional Abierto,532.0,,,,,
742222SP,DIMC,Dimensional Cerrado,382.0,,,,,
742223SP,DIMA,Dimensional Abierto,532.0,,,,,
742223SP,DIMC,Dimensional Cerrado,382.0,,,,,
G8063,DIMA,Dimensional Abierto,530.0,,,,,
G8063,DIMC,Dimensional Cerrado,351.0,,,,,
G8064,DIMA,Dimensional Abierto,530.0,,,,,
G8064,DIMC,Dimensional Cerrado,351.0,,,,,
G8110,DIMA,Dimensional Abierto,528.0,,,,,
G8110,DIMC,Dimensional Cerrado,368.0,,,,,
G8623,DIMA,Dimensional Abierto,357.0,,,,,
G8623,DIMC,Dimensional Cerrado,264.0,,,,,
G8624,DIMA,Dimensional Abierto,357.0,,,,,
G8624,DIMC,Dimensional Cerrado,264.0,,,,,
16430,DIMA,Dimensional Abierto,425.0,,,,,
16430,DIMC,Dimensional Cerrado,313.0,,,,,
16431,DIMA,Dimensional Abierto,542.0,,,,,
16431,DIMC,Dimensional Cerrado,370.0,,,,,
G8201,DIMA,Dimensional Abierto,468.0,,,,,
G8201,DIMC,Dimensional Cerrado,306.0,,,,,
G8202,DIMA,Dimensional Abierto,468.0,,,,,
G8202,DIMC,Dimensional Cerrado,306.0,,,,,
G8807,DIMA,Dimensional Abierto,492.0,,,,,
G8807,DIMC,Dimensional Cerrado,316.0,,,,,
G8808,DIMA,Dimensional Abierto,492.0,,,,,
G8808,DIMC,Dimensional Cerrado,316.0,,,,,
G8809,DIMA,Dimensional Abierto,492.0,,,,,
G8809,DIMC,Dimensional Cerrado,316.0,,,,,
G8810,DIMA,Dimensional Abierto,492.0,,,,,
G8810,DIMC,Dimensional Cerrado,316.0,,,,,
742122SP,DIMA,Dimensional Abierto,493.0,,,,,
742122SP,DIMC,Dimensional Cerrado,311.0,,,,,
742123SP,DIMA,Dimensional Abierto,493.0,,,,,
742123SP,DIMC,Dimensional Cerrado,311.0,,,,,
742287SP,DIMA,Dimensional Abierto,557.0,,,,,
742287SP,DIMC,Dimensional Cerrado,381.0,,,,,
G8099,DIMA,Dimensional Abierto,427.0,,,,,
G8099,DIMC,Dimensional Cerrado,288.0,,,,,
G8100,DIMA,Dimensional Abierto,427.0,,,,,
G8100,DIMC,Dimensional Cerrado,288.0,,,,,
749078SP,DIMA,Dimensional Abierto,519.0,,,,,
749078SP,DIMC,Dimensional Cerrado,340.0,,,,,
749079SP,DIMA,Dimensional Abierto,519.0,,,,,
749079SP,DIMC,Dimensional Cerrado,340.0,,,,,
744070SP,DIMA,Dimensional Abierto,376.0,,,,,
744070SP,DIMC,Dimensional Cerrado,571.0,,,,,
744071SP,DIMA,Dimensional Abierto,376.0,,,,,
744071SP,DIMC,Dimensional Cerrado,571.0,,,,,
D0012L,DIMA,Dimensional Abierto,579.0,,,,,
D0012L,DIMC,Dimensional Cerrado,393.0,,,,,
E4378R,DIMA,Dimensional Abierto,580.0,,,,,
E4378R,DIMC,Dimensional Cerrado,385.0,,,,,
G8250,DIMA,Dimensional Abierto,498.0,,,,,
G8250,DIMC,Dimensional Cerrado,343.0,,,,,
G8251,DIMA,Dimensional Abierto,498.0,,,,,
G8251,DIMC,Dimensional Cerrado,343.0,,,,,
11191,DIMA,Dimensional Abierto,512.0,,,,,
11191,DIMC,Dimensional Cerrado,335.0,,,,,
742076SP,DIMA,Dimensional Abierto,505.0,,,,,
742076SP,DIMC,Dimensional Cerrado,330.0,,,,,
E4399,DIMA,Dimensional Abierto,444.0,,,,,
E4399,DIMC,Dimensional Cerrado,302.0,,,,,
G16310,DIMA,Dimensional Abierto,444.0,,,,,
G16310,DIMC,Dimensional Cerrado,303.0,,,,,
G16387,DIMA,Dimensional Abierto,506.0,,,,,
G16387,DIMC,Dimensional Cerrado,325.0,,,,,
G7281,DIMA,Dimensional Abierto,480.0,,,,,
G7281,DIMC,Dimensional Cerrado,365.0,,,,,
370001SP,DIMA,Dimensional Abierto,480.0,,,,,
370001SP,DIMC,Dimensional Cerrado,329.0,,,,,
370001SP,TAIN,Toma de Anclaje Inferior,,,,,,
370001SP,TASU,Toma de Anclaje Superior,,,,,,
370002SP,DIMA,Dimensional Abierto,431.0,,,,,
370002SP,DIMC,Dimensional Cerrado,300.0,,,,,
370002SP,TAIN,Toma de Anclaje Inferior,,,,,,
370002SP,TASU,Toma de Anclaje Superior,,,,,,
23858,DIMA,Dimensional Abierto,390.0,,,,,
23858,DIMC,Dimensional Cerrado,255.0,,,,,
376180SP,DIMA,Dimensional Abierto,389.0,,,,,
376180SP,DIMC,Dimensional Cerrado,255.0,,,,,
D0008L,DIMA,Dimensional Abierto,541.0,,,,,
D0008L,DIMC,Dimensional Cerrado,356.0,,,,,
E1181,DIMA,Dimensional Abierto,389.0,,,,,
E1181,DIMC,Dimensional Cerrado,255.0,,,,,
E4036,DIMA,Dimensional Abierto,565.0,,,,,
E4036,DIMC,Dimensional Cerrado,355.0,,,,,
E4036R,DIMA,Dimensional Abierto,565.0,,,,,
E4036R,DIMC,Dimensional Cerrado,355.0,,,,,
E4729R,DIMA,Dimensional Abierto,478.0,,,,,
E4729R,DIMC,Dimensional Cerrado,318.0,,,,,
G7106,DIMA,Dimensional Abierto,512.0,,,,,
G7106,DIMC,Dimensional Cerrado,375.0,,,,,
G7107,DIMA,Dimensional Abierto,512.0,,,,,
G7107,DIMC,Dimensional Cerrado,375.0,,,,,
G7403,DIMA,Dimensional Abierto,487.0,,,,,
G7403,DIMC,Dimensional Cerrado,350.0,,,,,
G7404,DIMA,Dimensional Abierto,487.0,,,,,
G7404,DIMC,Dimensional Cerrado,350.0,,,,,
G8216,DIMA,Dimensional Abierto,503.0,,,,,
G8216,DIMC,Dimensional Cerrado,344.0,,,,,
G8217,DIMA,Dimensional Abierto,503.0,,,,,
G8217,DIMC,Dimensional Cerrado,344.0,,,,,
V4306,DIMA,Dimensional Abierto,561.0,,,,,
V4306,DIMC,Dimensional Cerrado,378.0,,,,,
V4307,DIMA,Dimensional Abierto,561.0,,,,,
V4307,DIMC,Dimensional Cerrado,378.0,,,,,
376243SP,DIMA,Dimensional Abierto,521.0,,,,,
376243SP,DIMC,Dimensional Cerrado,371.0,,,,,
376244SP,DIMA,Dimensional Abierto,521.0,,,,,
376244SP,DIMC,Dimensional Cerrado,371.0,,,,,
376025SP,DIMA,Dimensional Abierto,665.0,,,,,
376025SP,DIMC,Dimensional Cerrado,439.0,,,,,
376025SP,TAIN,Toma de Anclaje Inferior,,,,,,
376255SP,DIMA,Dimensional Abierto,532.0,,,,,
376255SP,DIMC,Dimensional Cerrado,380.0,,,,,
742036SP,DIMA,Dimensional Abierto,510.0,,,,,
742036SP,DIMC,Dimensional Cerrado,361.0,,,,,
742044SP,DIMA,Dimensional Abierto,510.0,,,,,
742044SP,DIMC,Dimensional Cerrado,361.0,,,,,
742243SP,DIMA,Dimensional Abierto,553.0,,,,,
742243SP,DIMC,Dimensional Cerrado,391.0,,,,,
G16495,DIMA,Dimensional Abierto,553.0,,,,,
G16495,DIMC,Dimensional Cerrado,391.0,,,,,
G16497,DIMA,Dimensional Abierto,553.0,,,,,
G16497,DIMC,Dimensional Cerrado,391.0,,,,,
G8628,DIMA,Dimensional Abierto,545.0,,,,,
G8628,DIMC,Dimensional Cerrado,380.0,,,,,
742040SP,DIMA,Dimensional Abierto,407.0,,,,,
742040SP,DIMC,Dimensional Cerrado,242.0,,,,,
742041SP,DIMA,Dimensional Abierto,407.0,,,,,
742041SP,DIMC,Dimensional Cerrado,242.0,,,,,
742133SP,DIMA,Dimensional Abierto,409.0,,,,,
742133SP,DIMC,Dimensional Cerrado,278.0,,,,,
D0414,DIMA,Dimensional Abierto,534.0,,,,,
D0414,DIMC,Dimensional Cerrado,402.0,,,,,
D0415,DIMA,Dimensional Abierto,534.0,,,,,
D0415,DIMC,Dimensional Cerrado,402.0,,,,,
376212SP,DIMA,Dimensional Abierto,537.0,,,,,
376212SP,DIMC,Dimensional Cerrado,376.0,,,,,
376212SP,TAIN,Toma de Anclaje Inferior,,,,,,
D0311,DIMA,Dimensional Abierto,506.0,,,,,
D0311,DIMC,Dimensional Cerrado,354.0,,,,,
D0306R,DIMA,Dimensional Abierto,542.0,,,,,
D0306R,DIMC,Dimensional Cerrado,390.0,,,,,
D0306R,TAIN,Toma de Anclaje Inferior,,,,,,
D0307L,DIMA,Dimensional Abierto,542.0,,,,,
D0307L,DIMC,Dimensional Cerrado,390.0,,,,,
D0307L,TAIN,Toma de Anclaje Inferior,,,,,,
D0309R,DIMA,Dimensional Abierto,500.0,,,,,
D0309R,DIMC,Dimensional Cerrado,348.0,,,,,
D0309R,TAIN,Toma de Anclaje Inferior,,,,,,
D0310L,DIMA,Dimensional Abierto,500.0,,,,,
D0310L,DIMC,Dimensional Cerrado,348.0,,,,,
D0310L,TAIN,Toma de Anclaje Inferior,,,,,,
D0408L,DIMA,Dimensional Abierto,512.0,,,,,
D0408L,DIMC,Dimensional Cerrado,390.0,,,,,
G7513,DIMA,Dimensional Abierto,376.0,,,,,
G7513,DIMC,Dimensional Cerrado,275.0,,,,,
G7514,DIMA,Dimensional Abierto,376.0,,,,,
G7514,DIMC,Dimensional Cerrado,275.0,,,,,
G8212,DIMA,Dimensional Abierto,353.0,,,,,
G8212,DIMC,Dimensional Cerrado,243.0,,,,,
G8213,DIMA,Dimensional Abierto,353.0,,,,,
G8213,DIMC,Dimensional Cerrado,243.0,,,,,
G8294,DIMA,Dimensional Abierto,355.0,,,,,
G8294,DIMC,Dimensional Cerrado,277.0,,,,,
G8295,DIMA,Dimensional Abierto,355.0,,,,,
G8295,DIMC,Dimensional Cerrado,277.0,,,,,
G8427,DIMA,Dimensional Abierto,377.0,,,,,
G8427,DIMC,Dimensional Cerrado,259.0,,,,,
G8428,DIMA,Dimensional Abierto,377.0,,,,,
G8428,DIMC,Dimensional Cerrado,259.0,,,,,
G8640,DIMA,Dimensional Abierto,489.0,,,,,
G8640,DIMC,Dimensional Cerrado,306.0,,,,,
G8641,DIMA,Dimensional Abierto,489.0,,,,,
G8641,DIMC,Dimensional Cerrado,306.0,,,,,
D0004L,DIMA,Dimensional Abierto,520.0,,,,,
D0004L,DIMC,Dimensional Cerrado,365.0,,,,,
D0006L,DIMA,Dimensional Abierto,600.0,,,,,
D0006L,DIMC,Dimensional Cerrado,405.0,,,,,
D0416R,DIMA,Dimensional Abierto,554.0,,,,,
D0416R,DIMC,Dimensional Cerrado,373.0,,,,,
D0417L,DIMA,Dimensional Abierto,554.0,,,,,
D0417L,DIMC,Dimensional Cerrado,373.0,,,,,
D0418R,DIMA,Dimensional Abierto,504.0,,,,,
D0418R,DIMC,Dimensional Cerrado,360.0,,,,,
D0419L,DIMA,Dimensional Abierto,504.0,,,,,
D0419L,DIMC,Dimensional Cerrado,360.0,,,,,
D0420R,DIMA,Dimensional Abierto,517.0,,,,,
D0420R,DIMC,Dimensional Cerrado,343.0,,,,,
D0421L,DIMA,Dimensional Abierto,517.0,,,,,
D0421L,DIMC,Dimensional Cerrado,343.0,,,,,
31001,DIMC,Dimensional Cerrado,393.0,,,,,
31001,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31001,DIMR,Dimensional Carrera,250.0,,,,,
31001,TASU,Toma de Anclaje Superior,0.0,,,,,
31001,DIMA,Dimensional Abierto,643.0,,,,,
31001,REM,Reemplazado por,,,,,,
31002,DIMC,Dimensional Cerrado,420.0,,,,,
31002,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31002,DIMR,Dimensional Carrera,171.0,,,,,
31002,TASU,Toma de Anclaje Superior,0.0,,,,,
31002,DIMA,Dimensional Abierto,591.0,,,,,
31002,REM,Reemplazado por,,,,,,
31003,DIMC,Dimensional Cerrado,440.0,,,,,
31003,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31003,DIMR,Dimensional Carrera,210.0,,,,,
31003,TASU,Toma de Anclaje Superior,0.0,,,,,
31003,DIMA,Dimensional Abierto,650.0,,,,,
31003,27,Incluye Tope y Fuelle,,,,,,
31003,REM,Reemplazado por,,,,,,
31004,DIMC,Dimensional Cerrado,415.0,,,,,
31004,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31004,DIMR,Dimensional Carrera,192.0,,,,,
31004,TASU,Toma de Anclaje Superior,0.0,,,,,
31004,DIMA,Dimensional Abierto,607.0,,,,,
31004,REM,Reemplazado por,,,,,,
31005,DIMC,Dimensional Cerrado,378.0,,,,,
31005,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31005,DIMR,Dimensional Carrera,168.0,,,,,
31005,TASU,Toma de Anclaje Superior,0.0,,,,,
31005,DIMA,Dimensional Abierto,546.0,,,,,
31005,REM,Reemplazado por,,,,,,
31006,DIMC,Dimensional Cerrado,396.0,,,,,
31006,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31006,DIMR,Dimensional Carrera,135.0,,,,,
31006,TASU,Toma de Anclaje Superior,0.0,,,,,
31006,DIMA,Dimensional Abierto,531.0,,,,,
31006,REM,Reemplazado por,,,,,,
31007,DIMC,Dimensional Cerrado,353.0,,,,,
31007,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31007,DIMR,Dimensional Carrera,107.0,,,,,
31007,TASU,Toma de Anclaje Superior,0.0,,,,,
31007,DIMA,Dimensional Abierto,460.0,,,,,
31007,REM,Reemplazado por,,,,,,
31008,DIMC,Dimensional Cerrado,272.0,,,,,
31008,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31008,DIMR,Dimensional Carrera,107.0,,,,,
31008,TASU,Toma de Anclaje Superior,0.0,,,,,
31008,DIMA,Dimensional Abierto,379.0,,,,,
31008,REM,Reemplazado por,,,,,,
31009,DIMC,Dimensional Cerrado,454.0,,,,,
31009,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31009,DIMR,Dimensional Carrera,213.0,,,,,
31009,TASU,Toma de Anclaje Superior,0.0,,,,,
31009,DIMA,Dimensional Abierto,667.0,,,,,
31009,27,Incluye Tope y Fuelle,,,,,,
31009,REM,Reemplazado por,,,,,,
31010,DIMC,Dimensional Cerrado,312.0,,,,,
31010,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31010,DIMR,Dimensional Carrera,77.0,,,,,
31010,TASU,Toma de Anclaje Superior,0.0,,,,,
31010,DIMA,Dimensional Abierto,389.0,,,,,
