Codigo,Marca,Modelo,Posicion,Linea,Aplica_por_anos,Ano_inicial,Ano_fin,Observaciones
94223,RENAULT,SANDERO II,D,Línea Liviana,SI,01-2014,,
83862,TOYOTA,HILUX 640A,D,Línea Liviana,SI,01-2015,,
83863,TOYOTA,HILUX 640A,T,Línea Liviana,SI,01-2015,,
83860,FIAT,DOBLO,T,Línea Liviana,NO,,,
94221,HONDA,FIT,D,Línea Liviana,SI,01-2009,12-2013,
94221,HONDA,CITY,D,Línea Liviana,SI,01-2009,12-2013,
94222,HONDA,FIT,D,Línea Liviana,SI,01-2009,12-2013,
94222,HONDA,CITY,D,Línea Liviana,SI,01-2009,12-2013,
83865,RENAULT,SANDERO STEPWAY II,T,Línea Liviana,SI,01-2014,,
83864,RENAULT,SANDERO II,T,Línea Liviana,SI,01-2014,,
83864,RENAULT,LOGAN II,T,Línea Liviana,SI,01-2014,,
94220,PEUGEOT,307,Delantero Izquierdo,Línea Liviana,SI,01-2004,,
94220,CITRÖEN,C4 (EXCEPTO LOUNGE),Delantero Izquierdo,Línea Liviana,SI,01-2007,,
94220,PEUGEOT,307 CC,Delantero Izquierdo,Línea Liviana,SI,01-2003,,
94219,PEUGEOT,307,Delantero Derecho,Línea Liviana,SI,01-2004,,
94219,CITRÖEN,C4 (EXCEPTO LOUNGE),Delantero Derecho,Línea Liviana,SI,01-2007,,
94219,PEUGEOT,307 CC,Delantero Derecho,Línea Liviana,SI,01-2003,,
94225,NISSAN,VERSA,Delantero Derecho,Línea Liviana,SI,01-2011,,
94226,NISSAN,VERSA,Delantero Izquierdo,Línea Liviana,SI,01-2011,,
