Codigo,Marca,Modelo,Posicion,Linea,Aplica_por_anos,Ano_inicial,Ano_fin,Observaciones
RS5019,FORD,BRONCO II MIDSIZE 4WD,D,Línea Liviana,SI,01-1983,12-1990,
RS5019,FORD,BRONCO II FULLSIZE 4WD,D,Línea Liviana,SI,01-1980,12-1996,
RS5019,FORD,F-150 4WD (USA),D,Línea Liviana,SI,01-1980,12-1996,
RS5019,FORD,F-150 4WD (NACIONAL),D,Línea Liviana,SI,01-1980,12-1992,
RS5019,FORD,F-100 (NACIONAL) 4X2,D,Línea Liviana,SI,01-1993,12-1996,
RS5019,MAZDA,PICK UP B2600 4WD,D,Línea Liviana,SI,01-1987,12-1996,
RS5019,DAIHATSU,FEROZA 4WD,D,Línea Liviana,SI,01-1990,12-1996,
RS5019,ISUZU,PICK UP 4WD,D,Línea Liviana,SI,01-1983,01-1999,
RS5019,NISSAN,PATHFINDER 2WD / 4WD,D,Línea Liviana,SI,01-1986,12-1996,
RS5019,SSANG YONG,KORANDO FAMILY,D,Línea Liviana,NO,,,
RS5019,FORD,RANGER 2WD,D,Línea Liviana,SI,01-1997,12-1997,
RS5019,FORD,RANGER 4WD,D,Línea Liviana,SI,01-1997,12-1997,
RS5019,MAZDA,PICK UP B2600 2WD,D,Línea Liviana,SI,01-1987,12-1996,
RS5113,MITSUBISHI,MONTERO 4WD (4P) (ESPIRALES),T,Línea Liviana,SI,01-1989,12-1991,
RS5113,JEEP,CJ5 / CJ7 / CS,D,Línea Liviana,SI,01-1982,12-1986,
RS5113,JEEP,CJ7,D,Línea Liviana,SI,01-1982,12-1986,
RS5113,JEEP,CS RAMBLER,D,Línea Liviana,SI,01-1982,12-1986,
RS5113,JEEP,CS RAMBLER,T,Línea Liviana,SI,01-1982,12-1986,
RS5113,JEEP,CJ7,T,Línea Liviana,SI,01-1982,12-1986,
RS5113,JEEP,CJ5 / CJ7 / CS,T,Línea Liviana,SI,01-1982,12-1986,
RS5113,NISSAN,PICK UP 2WD,T,Línea Liviana,SI,01-1986,12-1996,
RS5113,NISSAN,PICK UP 4WD,T,Línea Liviana,SI,01-1986,12-1996,
RS5113,MAZDA,PICK UP B2600 2WD,T,Línea Liviana,SI,01-1987,12-1996,
RS5114,MAZDA,PICK UP B2600 4WD,T,Línea Liviana,SI,01-1987,12-1996,
RS5115,FORD,F-100 (NACIONAL) 4X2,T,Línea Liviana,SI,01-1993,12-1996,
RS5116,FORD,F-150 4WD (USA),T,Línea Liviana,SI,01-1980,12-1996,
RS5116,FORD,F-150 4WD (NACIONAL),T,Línea Liviana,SI,01-1980,12-1992,
RS5116,SSANG YONG,KORANDO FAMILY,T,Línea Liviana,NO,,,
RS5116,TOYOTA,PICK UP 4WD,T,Línea Liviana,SI,01-1979,12-1983,
RS5117,FORD,BRONCO II FULLSIZE 4WD,D,Línea Liviana,SI,01-1980,12-1996,
RS5117,FORD,F-150 4WD (USA),D,Línea Liviana,SI,01-1980,12-1996,
RS5117,FORD,F-150 4WD (NACIONAL),D,Línea Liviana,SI,01-1980,12-1992,
RS5117,FORD,F-100 (NACIONAL) 4X2,T,Línea Liviana,SI,01-1973,12-1992,
RS5117,DAIHATSU,FEROZA 4WD,T,Línea Liviana,SI,01-1990,12-1996,
RS5118,MITSUBISHI,MONTERO 4WD (ELASTICOS),T,Línea Liviana,SI,01-1989,12-1991,
RS5118,CHEVROLET,LUV PICK UP 2WD,T,Línea Liviana,SI,01-1992,12-1996,
RS5118,CHEVROLET,LUV PICK UP 4WD,T,Línea Liviana,SI,01-1992,12-1996,
RS5118,CHEVROLET,C10 PICK UP 2WD,T,Línea Liviana,SI,01-1969,12-1987,
RS5118,CHEVROLET,C20 PICK UP 2WD,T,Línea Liviana,SI,01-1969,12-1996,
RS5118,CHEVROLET,D20 PICK UP 2WD,T,Línea Liviana,SI,01-1993,12-1996,
RS5118,FORD,BRONCO II FULLSIZE 4WD,T,Línea Liviana,SI,01-1980,12-1996,
RS5118,ISUZU,PICK UP 4WD,T,Línea Liviana,SI,01-1983,01-1999,
RS5118,ISUZU,PICK UP 2WD,T,Línea Liviana,SI,01-1983,01-1999,
RS5118,NISSAN,PATHFINDER 2WD / 4WD,T,Línea Liviana,SI,01-1986,12-1996,
RS5118,MITSUBISHI,PICK UP L200 4WD,T,Línea Liviana,SI,01-1987,12-1995,
RS5118,ISUZU,AMIGO,T,Línea Liviana,SI,01-1989,12-1995,
RS5120,CHEVROLET,C10 PICK UP 2WD,D,Línea Liviana,SI,01-1969,12-1987,
RS5120,CHEVROLET,C20 PICK UP 2WD,D,Línea Liviana,SI,01-1969,12-1996,
RS5120,CHEVROLET,D20 PICK UP 2WD,D,Línea Liviana,SI,01-1993,12-1996,
RS5123,DAIHATSU,TAFT 4WD,D,Línea Liviana,SI,01-1974,12-1982,
RS5123,DAIHATSU,TAFT 4WD,T,Línea Liviana,SI,01-1974,12-1982,
RS5123,JEEP,WRANGLER YJ,T,Línea Liviana,SI,01-1986,12-1996,
RS5123,SUZUKI,SAMURAI/SANTANA,T,Línea Liviana,SI,01-1985,12-1995,
RS5123,CHEVROLET,S10 PICK UP / BLAZER 4X4 (USA),D,Línea Liviana,SI,01-1983,12-1996,
RS5123,CHEVROLET,S10 PICK UP / BLAZER 4X4 (Brasil),D,Línea Liviana,SI,01-1997,,
RS5124,CHEVROLET,S10 PICK UP / BLAZER 4X4 (USA),T,Línea Liviana,SI,01-1983,12-1996,
RS5124,CHEVROLET,S10 PICK UP / BLAZER 4X2 (Brasil),T,Línea Liviana,SI,01-1997,,
RS5124,DODGE,DAKOTA 4WD,T,Línea Liviana,SI,01-1987,12-1996,
RS5124,CHEVROLET,S10 PICK UP / BLAZER 4X4 (Brasil),T,Línea Liviana,SI,01-1997,,
RS5125,FORD,BRONCO II MIDSIZE 4WD,T,Línea Liviana,SI,01-1983,12-1990,
RS5125,FORD,RANGER 2WD,T,Línea Liviana,SI,01-1997,12-1997,
RS5126,MITSUBISHI,PICK UP L200 4WD,T,Línea Liviana,SI,01-1987,12-1995,
RS5126,FORD,F-100 PICKUP,T,Línea Liviana,SI,01-1999,12-2001,4X2 FULL SIZE CON ACCESORIO 143188
RS5128,JEEP,CHEROKEE 2WD / 4WD,D,Línea Liviana,SI,01-1984,12-2001,
RS5128,JEEP,GRAND CHEROKEE,D,Línea Liviana,SI,01-1993,07-1999,
RS5128,CHRYSLER,GRAND CHEROKEE,D,Línea Liviana,SI,01-1997,07-1999,
RS5128,CHRYSLER,GRAND CHEROKEE,D,Línea Liviana,SI,07-1999,12-2004,
RS5129,JEEP,CHEROKEE 2WD / 4WD,T,Línea Liviana,SI,01-1984,12-2001,
RS5139,MITSUBISHI,MONTERO 4WD 4P,T,Línea Liviana,SI,01-1992,12-1996,
RS5145,NISSAN,PICK UP 4WD,D,Línea Liviana,SI,01-1986,12-1996,
RS5145,TOYOTA,4 RUNNER / SW4,D,Línea Liviana,SI,01-1990,12-1995,
RS5148,CHRYSLER,CARAVAN 2WD,T,Línea Liviana,SI,01-1986,12-1994,
RS5156,MITSUBISHI,MONTERO 4WD (4P) (ESPIRALES),D,Línea Liviana,SI,01-1989,12-1991,
RS5156,MITSUBISHI,MONTERO 4WD (ELASTICOS),D,Línea Liviana,SI,01-1989,12-1991,
RS5156,CHEVROLET,S10 PICK UP / BLAZER 4X2 (USA),D,Línea Liviana,SI,01-1982,12-1996,
RS5157,LAND ROVER,RANGE ROVER 100,T,Línea Liviana,SI,01-1970,12-1994,
RS5157,LAND ROVER,DISCOVERY,T,Línea Liviana,SI,01-1989,12-1996,
RS5157,LAND ROVER,DEFENDER,T,Línea Liviana,SI,01-1983,,
RS5159,LAND ROVER,RANGE ROVER 100,D,Línea Liviana,SI,01-1970,12-1994,
RS5159,LAND ROVER,DISCOVERY,D,Línea Liviana,SI,01-1989,12-1996,
RS5159,LAND ROVER,DEFENDER,D,Línea Liviana,SI,01-1983,,
RS5160,FORD,F-100 (NACIONAL) 4X2,D,Línea Liviana,SI,01-1973,12-1992,
RS5167,SUZUKI,SAMURAI/SANTANA,D,Línea Liviana,SI,01-1985,12-1995,
RS5168,JEEP,WRANGLER YJ,D,Línea Liviana,SI,01-1986,12-1996,
RS5179,ISUZU,TROOPER / TROOPER II,T,Línea Liviana,SI,01-1987,12-1991,
RS5180,TOYOTA,PICK UP 4WD USA,T,Línea Liviana,SI,01-1989,12-1995,
RS5180,TOYOTA,PICK UP 4WD JAPON,T,Línea Liviana,SI,01-1989,12-1996,
RS5181,DODGE,DAKOTA 2WD,T,Línea Liviana,SI,01-1987,12-1996,
RS5182,DAIHATSU,ROCKY 4WD (USA),T,Línea Liviana,SI,01-1982,12-1990,
RS5185,FORD,EXPLORER 2WD/ 4WD,T,Línea Liviana,SI,01-1991,12-1994,
RS5185,FORD,EXPLORER,T,Línea Liviana,SI,01-1995,,
RS5186,HONDA,PASSPORT,T,Línea Liviana,SI,01-1994,12-1996,
RS5186,ISUZU,RODEO 2WD / 4WD,T,Línea Liviana,SI,01-1990,12-1995,
RS5186,ISUZU,RODEO - Todos,T,Línea Liviana,SI,01-1996,,
RS5186,ISUZU,TROOPER / TROOPER II,T,Línea Liviana,SI,01-1987,12-1991,
RS5187,TOYOTA,4 RUNNER / SW4,T,Línea Liviana,SI,01-1990,12-1995,
RS5187,TOYOTA,HILUX SW4,T,Línea Liviana,SI,01-1996,12-2004,
RS5194,JEEP,GRAND CHEROKEE,T,Línea Liviana,SI,01-1993,07-1999,
RS5194,CHRYSLER,GRAND CHEROKEE,T,Línea Liviana,SI,01-1997,07-1999,
RS5195,DODGE,RAM 1500 2WD,D,Línea Liviana,SI,01-1994,12-1996,
RS5197,DODGE,RAM 1500 4WD,D,Línea Liviana,SI,01-1994,12-1996,
RS5198,DODGE,RAM 1500 4WD,T,Línea Liviana,SI,01-1994,12-1996,
RS5198,DODGE,RAM 1500 2WD,T,Línea Liviana,SI,01-1994,12-1996,
RS5214,HONDA,PASSPORT,D,Línea Liviana,SI,01-1994,12-1996,
RS5214,ISUZU,TROOPER / TROOPER II,D,Línea Liviana,SI,01-1987,12-1991,
RS5214,ISUZU,TROOPER & TROOPER II,D,Línea Liviana,SI,01-1992,12-2003,
RS5214,ISUZU,RODEO 2WD / 4WD,D,Línea Liviana,SI,01-1990,12-1995,
RS5214,ISUZU,AMIGO,D,Línea Liviana,SI,01-1989,12-1995,
RS5215,ISUZU,TROOPER & TROOPER II,T,Línea Liviana,SI,01-1992,12-2003,
RS5223,MITSUBISHI,MONTERO 4WD 4P,D,Línea Liviana,SI,01-1992,12-1996,
RS5401,ISUZU,ESTAB. DIRECCION PICK UP 2WD / 4WD,D,Línea Liviana,SI,01-1992,12-1994,
RS5401,JEEP,ESTAB. DIRECCION  GRAND CHEROKEE 2WD / 4WD,D,Línea Liviana,SI,01-1984,12-1997,
RS5401,FORD,ESTAB. DIRECCION BRONCO 4WD,D,Línea Liviana,SI,01-1978,12-1990,
RS5401,ISUZU,ESTAB.DIRECCION AMIGO 2WD,D,Línea Liviana,SI,01-1989,12-1997,
RS5401,CHEVROLET,ESTAB. DIRECCION BLAZER S10 4WD USA,D,Línea Liviana,SI,01-1983,12-1996,
RS5401,FORD,ESTAB. DIRECCION  F-100 2WD/ 4WD USA,D,Línea Liviana,SI,01-1973,12-1990,
RS5401,FORD,ESTAB. DIRECCION F-150 4WD USA,D,Línea Liviana,SI,01-1973,12-1990,
RS5401,FORD,ESTAB. DIRECCION F150 2WD USA,D,Línea Liviana,SI,01-1973,12-1990,
RS5401,ISUZU,ESTAB. DIRECCION RODEO 2WD,D,Línea Liviana,SI,01-1989,12-1991,
RS5401,CHRYSLER,ESTAB. DIRECCION GRAND CHEROKEE,D,Línea Liviana,NO,,,
RS5401,JEEP,ESTAB. DIRECCION CHEROKEE 2WD/4WD,D,Línea Liviana,SI,01-1984,12-1995,
RS5402,MITSUBISHI,ESTAB. DIRECCION MONTERO,D,Línea Liviana,SI,01-1986,12-1995,
RS5402,HONDA,ESTAB. DIRECCION PASSPORT,D,Línea Liviana,SI,01-1994,12-1997,
RS5402,FORD,ESTAB. DIRECCION BRONCO 4WD,D,Línea Liviana,SI,01-1992,12-1996,
RS5402,FORD,ESTAB. DIRECCION EXPLORER 2WD / 4WD,D,Línea Liviana,SI,01-1990,12-1995,
RS5402,NISSAN,ESTAB. DIRECCION PATHFINDER,D,Línea Liviana,SI,01-1986,12-1995,
RS5402,TOYOTA,ESTAB. DIRECCION 4 RUNNER 2WD / 4WD,D,Línea Liviana,SI,01-1986,12-1993,
RS5402,MAZDA,ESTAB. DIRECCION PICK UP 2WD / 4WD,D,Línea Liviana,SI,01-1994,12-1997,
RS5402,NISSAN,ESTAB. DIRECCION PICK UP 2WD / 4WD,D,Línea Liviana,SI,01-1986,12-1995,
RS5402,ISUZU,ESTAB. DIRECCION RODEO 4WD,D,Línea Liviana,SI,01-1989,12-1997,
RS5402,SUZUKI,ESTAB. DIRECCION SAMURAI,D,Línea Liviana,SI,01-1985,12-1991,
RS5402,ISUZU,ESTAB. DIRECCION TROOPER / TROOPER II,D,Línea Liviana,SI,01-1984,12-1990,
RS5402,LAND ROVER,ESTABILIZ. DE DIRECCION LAND ROVER DEFENDER 90,Delantero Derecho,Línea Liviana,SI,01-1959,12-1981,
RS5403,LAND ROVER,ESTAB. DIRECCION - DISCOVERY,D,Línea Liviana,SI,01-1989,12-1992,
RS5404,JEEP,ESTAB. DIRECCION CHEROKEE 2WD/4WD,D,Línea Liviana,SI,01-1984,12-1995,
RS5407,JEEP,ESTAB. DIRECCION WRANGLER,Estabilizador de Dir,Línea Liviana,SI,01-1986,12-1996,
RS5601,LADA,NIVA 4WD,T,Línea Liviana,SI,01-1989,,
RS5601,TOYOTA,PICK UP HILUX,T,Línea Liviana,SI,01-1979,12-1983,
RS5602,MITSUBISHI,PICK UP L200 4WD,D,Línea Liviana,SI,01-1987,12-1995,
RS5602,MITSUBISHI,PICK UP L200 2WD,D,Línea Liviana,SI,01-1987,12-1995,
RS5602,DODGE,DAKOTA 2WD,D,Línea Liviana,SI,01-1987,12-1996,
RS5602,TOYOTA,PICK UP HILUX,D,Línea Liviana,SI,01-1979,12-1983,
RS5605,CHEVROLET,LUV PICK UP 2WD,D,Línea Liviana,SI,01-1992,12-1996,
RS5605,ISUZU,PICK UP 2WD,D,Línea Liviana,SI,01-1983,01-1999,
RS5605,LADA,NIVA 4WD,D,Línea Liviana,SI,01-1989,,
RS5605,NISSAN,PICK UP 2WD,D,Línea Liviana,SI,01-1986,12-1996,
RS5606,DODGE,DAKOTA 4WD,D,Línea Liviana,SI,01-1987,12-1996,
RS5112,FORD,RANGER,T,Línea Liviana,SI,01-1998,03-2012,
RS5229,FORD,EXPLORER,D,Línea Liviana,SI,01-1995,,
RS5229,FORD,RANGER,D,Línea Liviana,SI,01-1998,03-2012,
RS5262,CHEVROLET,AVALANCHE 2500 4WD & 2WD,T,Línea Liviana,SI,01-2000,12-2006,
RS5262,CHEVROLET,AVALANCHE 1500 2WD,T,Línea Liviana,SI,01-2000,12-2006,
RS5762,TOYOTA,HILUX SW4,D,Línea Liviana,SI,01-1996,12-2004,
RS5201,NISSAN,PATROL GR (Y60),D,Línea Liviana,SI,01-1988,12-1996,
RS5202,NISSAN,PATROL GR (Y60),T,Línea Liviana,SI,01-1988,12-1996,
RS5609,TOYOTA,PICK UP 4WD,D,Línea Liviana,SI,01-1979,12-1983,
34729,FORD,BRONCO II ALL,D,Línea Liviana,SI,01-1983,09-1989,
34729,FORD,"BRONCO, FULL SIZE ALL EX QUAD SUSP.",D,Línea Liviana,SI,01-1980,12-1996,
34729,FORD,"BRONCO, FULL SIZE ALL W/QUAD SUSP.",Delantero Posterior,Línea Liviana,SI,01-1980,12-1996,
34729,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER CHASSIS CAB,D,Línea Liviana,SI,01-1980,12-1986,
34729,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP W/R CREW CAB,D,Línea Liviana,SI,01-1980,12-1983,
34729,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP W/R SINGLE WHEE,D,Línea Liviana,SI,01-1984,12-1986,
34729,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP W/R STD CAB,D,Línea Liviana,SI,01-1980,12-1983,
34729,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP W/R TWIN WHEELS,D,Línea Liviana,SI,01-1984,12-1986,
34729,FORD,F SERIES (4X2) PICKUP 1/2 TON F100-F150 SERIES,D,Línea Liviana,SI,01-1980,12-1984,
34729,FORD,F SERIES (4X2) PICKUP 1/2 TON F150 SERIES,D,Línea Liviana,SI,01-1985,12-1996,
34729,FORD,F SERIES (4X2) PICKUP 3/4 TON F250 SERIES,D,Línea Liviana,SI,01-1980,12-1986,
34729,FORD,F SERIES (4X4) PICKUP 1/2 TON F150 SER EX QUAD SUSP&SUPERCAB,D,Línea Liviana,SI,01-1980,12-1985,
34729,FORD,F SERIES (4X4) PICKUP 1/2 TON F150 SER INCL SUPERCAB EX QUAD,D,Línea Liviana,SI,01-1986,12-1996,
34729,FORD,F SERIES (4X4) PICKUP 1/2 TON F150 SER W/QUA SUS INCL SUPERC,Delantero Posterior,Línea Liviana,SI,01-1986,12-1995,
34729,FORD,F SERIES (4X4) PICKUP 1/2 TON F150 SER W/QUAD SUSP EX SUPERC,Delantero Posterior,Línea Liviana,SI,01-1980,12-1985,
34729,FORD,RANGER (4X2) LIGHT DUTY PICKUP ALL,D,Línea Liviana,SI,01-1983,09-1989,
34729,FORD,RANGER (4X4) LIGHT DUTY PICKUP ALL EX HIGH RYDER OPTION,D,Línea Liviana,SI,01-1983,09-1989,
34729,FORD,BRONCO,D,Línea Liviana,SI,01-1980,12-1996,w/Quad Susp.+Aft of Front Axle (2 req;d)
34729,FORD,F-150 PICKUP,D,Línea Liviana,SI,01-1985,12-1996,w/Quad Susp.+Exc.Supercab+Aft of Front Axle (2 req;d)+w/ 4 W.D.
34729,FORD,F-150 PICKUP - SUPER CAB,D,Línea Liviana,SI,01-1980,12-1996,w/Quad Susp.+Exc.Supercab+Aft of Front Axle (2 req;d)+w/ 4 W.D.
34729,FORD,F-250 PICKUP,D,Línea Liviana,SI,01-1980,12-1986,w/ 2 W.D.
34729,FORD,F-250 PICKUP - SUPER CAB,D,Línea Liviana,SI,01-1980,12-1986,w/ 2 W.D.
34729,FORD,F-350 PICKUP,D,Línea Liviana,SI,01-1980,12-1986,w/ 2 W.D.
34729,FORD,F-350 PICKUP - SUPER CAB,D,Línea Liviana,SI,01-1980,12-1980,w/ 2 W.D.
34963,FORD,BRONCO II ALL,T,Línea Liviana,SI,01-1983,12-1990,
34963,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER CHASSIS CAB,T,Línea Liviana,SI,01-1980,12-1983,
34963,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP,T,Línea Liviana,SI,01-1987,12-1991,
34963,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP W/R SINGLE WHEE,T,Línea Liviana,SI,01-1984,12-1986,
34963,FORD,F SERIES (4X2) PICKUP 1 TON F350 SER PICKUP W/R STD CAB,T,Línea Liviana,SI,01-1980,12-1983,
34963,FORD,F SERIES (4X2) PICKUP 1/2 TON F150 SERIES,T,Línea Liviana,SI,01-1985,12-1996,
34963,FORD,F SERIES (4X2) PICKUP 3/4 TON F250 SERIES,T,Línea Liviana,SI,01-1980,12-1991,
34963,FORD,F SERIES (4X2) PICKUP 3/4 TON F250 SERIES EX 8600 GVW,T,Línea Liviana,SI,01-1992,12-1996,
34963,FORD,RANGER (4X2) LIGHT DUTY PICKUP ALL,T,Línea Liviana,SI,01-1983,,
34963,FORD,F-150 PICKUP,T,Línea Liviana,SI,01-1985,12-1996,w/ 2 W.D.
34963,FORD,F-150 PICKUP - SUPER CAB,T,Línea Liviana,SI,01-1985,12-1996,w/ 2 W.D.
34963,FORD,F-250 PICKUP,T,Línea Liviana,SI,01-1980,12-1996,w/ 2 W.D.
34963,FORD,F-250 PICKUP - SUPER CAB,T,Línea Liviana,SI,01-1980,12-1996,w/ 2 W.D.
34963,FORD,F-350 PICKUP,T,Línea Liviana,SI,01-1980,12-1991,w/ 2 W.D.
34963,FORD,F-350 PICKUP - SUPER CAB,T,Línea Liviana,SI,01-1980,12-1991,w/ 2 W.D.
34963,FORD,F250,T,Línea Liviana,SI,01-1960,12-1967,Exc.8600 GVW+w/ 2 W.D.
34522,DODGE,RAM 2500 4X4,D,Línea Liviana,SI,01-2003,12-2006,
34521,DODGE,RAM 2500 4X4,T,Línea Liviana,SI,01-2003,12-2006,
801932,ASUNA,SUNRUNNER,D,Línea Liviana,SI,01-1992,12-1994,
801932,CHEVROLET,TRACKER,D,Línea Liviana,SI,01-1989,12-1998,Exc.ABS Brakes
801932,SUZUKI,VITARA / SIDEKICK,D,Línea Liviana,SI,01-1989,01-1999,EXCEPTO ABS
808108,FORD,COURIER PICK UP (BRASIL),D,Línea Liviana,SI,01-1997,,
808331,CITRÖEN,XSARA PICASSO,D,Línea Liviana,NO,,,
808332,CITRÖEN,XSARA PICASSO,D,Línea Liviana,NO,,,
334105MM,FORD,COURIER PICK UP (BRASIL),T,Línea Liviana,SI,01-1997,,
334229MM,KIA,BESTA GS,T,Línea Liviana,SI,01-2018,,
334229MM,KIA,PREGIO,T,Línea Liviana,SI,01-1998,12-2008,
808607MM,FIAT,STRADA,D,Línea Liviana,SI,01-1997,12-2000,
808608MM,FIAT,PALIO,D,Línea Liviana,SI,01-1997,12-2000,
808413MM,FIAT,STRADA ADVENTURE,D,Línea Liviana,SI,01-2018,,
808418MM,FIAT,UNO,Delantero Derecho,Línea Liviana,SI,01-2010,,
808419MM,FIAT,UNO,Delantero Izquierdo,Línea Liviana,SI,01-2010,,
808422MM,FIAT,STRADA,D,Línea Liviana,SI,01-2001,,
808423MM,FIAT,PALIO ADVENTURE,D,Línea Liviana,SI,01-2001,,
808424MM,FIAT,IDEA,D,Línea Liviana,SI,01-2005,,
332083MM,FORD,ECOSPORT 4X2,T,Línea Liviana,SI,01-2013,,
334124MM,FORD,ECOSPORT 4X4 & ECOSPORT 4X2 AUTOMATICA,T,Línea Liviana,SI,01-2004,12-2012,
334339MM,FORD,FIESTA,T,Línea Liviana,SI,01-2002,12-2011,
334354MM,FORD,FIESTA,T,Línea Liviana,SI,01-1995,12-2002,
808408MM,FORD,FOCUS,Delantero Derecho,Línea Liviana,SI,01-2001,12-2008,
808409MM,FORD,FOCUS,Delantero Izquierdo,Línea Liviana,SI,01-2001,12-2008,
806162MM,FORD,ECOSPORT 4X2,Delantero Derecho,Línea Liviana,SI,01-2013,,
806163MM,FORD,ECOSPORT 4X2,Delantero Izquierdo,Línea Liviana,SI,01-2013,,
808201MM,FORD,ECOSPORT 4X2,D,Línea Liviana,SI,01-2004,12-2012,
808202MM,FORD,ECOSPORT 4X4 & ECOSPORT 4X2 AUTOMATICA,D,Línea Liviana,SI,01-2004,12-2012,
808395MM,FORD,FOCUS,Delantero Derecho,Línea Liviana,SI,09-2008,05-2013,
808396MM,FORD,FOCUS,Delantero Izquierdo,Línea Liviana,SI,09-2008,05-2013,
808403MM,FORD,FIESTA,D,Línea Liviana,SI,01-1994,12-1996,
808445MM,FORD,FIESTA,D,Línea Liviana,SI,01-2002,12-1995,
808458MM,FORD,FIESTA,D,Línea Liviana,SI,01-1995,12-2002,
334566IMM,FORD,ECOSPORT,T,Línea Liviana,SI,01-2004,12-2012,
334567IMM,FORD,ECOSPORT KINETIC,T,Línea Liviana,SI,01-2012,,
334518MM,TOYOTA,PICK UP HILUX,T,Línea Liviana,SI,01-2017,,
808096MM,TOYOTA,RAV 4,Delantero Derecho,Línea Liviana,SI,01-2006,12-2012,
808097MM,TOYOTA,RAV 4,Delantero Izquierdo,Línea Liviana,SI,01-2006,12-2012,
334157MM,RENAULT,LOGAN / SANDERO,T,Línea Liviana,SI,01-2004,12-2012,
334294MM,RENAULT,MEGANE,T,Línea Liviana,SI,01-1995,12-2004,
808401MM,RENAULT,R19,D,Línea Liviana,SI,04-1990,12-1999,
808404MM,RENAULT,MEGANE,D,Línea Liviana,SI,01-1995,12-2005,
808406MM,RENAULT,MEGANE,D,Línea Liviana,SI,01-1994,08-2000,
808407MM,RENAULT,KANGOO,D,Línea Liviana,SI,01-1999,12-2012,
808416MM,RENAULT,KANGOO,D,Línea Liviana,SI,01-2013,,
808417MM,RENAULT,CLIO MIO,D,Línea Liviana,SI,12-2012,,
808420MM,RENAULT,CLIO II - 1.0 - 1.2,D,Línea Liviana,SI,01-2000,10-2011,
808421MM,RENAULT,CLIO II - 1.5 -  1.6 - 1.9D,D,Línea Liviana,SI,01-2009,,
808421MM,RENAULT,SYMBOL,D,Línea Liviana,SI,01-2009,,
808428MM,RENAULT,SANDERO STEPWAY,D,Línea Liviana,SI,01-2008,06-2014,
808429MM,RENAULT,CLIO II - 1.0 - 1.2,D,Línea Liviana,SI,11-2011,11-2012,
808430MM,RENAULT,DUSTER 4x2 CAJA AUTOMAT. (Del. EO: 543022071R),D,Línea Liviana,SI,01-2011,,
808430MM,RENAULT,CLIO MIO,D,Línea Liviana,SI,01-2011,,
808430MM,RENAULT,CAPTUR (TRANSMIS. AUTOMATICA),D,Línea Liviana,SI,01-2011,,
808432MM,RENAULT,DUSTER 4X4,T,Línea Liviana,SI,01-2011,,
808448MM,RENAULT,LOGAN / SANDERO,D,Línea Liviana,SI,01-2005,,
808609MM,RENAULT,Kwid,D,Línea Liviana,SI,01-2017,,
334565IMM,RENAULT,MEGANE,T,Línea Liviana,SI,01-1996,12-2008,
808597MM,HYUNDAI,Veloster,Delantero Derecho,Línea Liviana,SI,01-2011,12-2015,
808598MM,HYUNDAI,Veloster,Delantero Izquierdo,Línea Liviana,SI,01-2011,12-2015,
334529MM,HYUNDAI,Veloster,T,Línea Liviana,SI,01-2011,12-2015,
808046MM,HONDA,FIT,Delantero Derecho,Línea Liviana,SI,01-2007,12-2008,
808047MM,HONDA,FIT,Delantero Izquierdo,Línea Liviana,SI,01-2001,12-2008,
808439MM,HYUNDAI,TUCSON,Delantero Derecho,Línea Liviana,SI,01-2010,12-2015,
808440MM,HYUNDAI,TUCSON,Delantero Izquierdo,Línea Liviana,SI,01-2010,12-2015,
808591MM,HONDA,FIT,Delantero Derecho,Línea Liviana,SI,01-2014,,
808592MM,HONDA,FIT,Delantero Izquierdo,Línea Liviana,SI,01-2014,,
808595MM,HONDA,FIT,Delantero Izquierdo,Línea Liviana,SI,01-2009,12-2014,
808596MM,HONDA,FIT,Delantero Derecho,Línea Liviana,SI,01-2009,12-2014,
806127MM,KIA,SORENTO,Delantero Derecho,Línea Liviana,SI,01-2009,12-2015,
806128MM,KIA,SORENTO,Delantero Izquierdo,Línea Liviana,SI,01-2009,12-2015,
808020MM,HONDA,CIVIC,Delantero Derecho,Línea Liviana,SI,01-2001,12-2005,
808021MM,HONDA,CIVIC,Delantero Izquierdo,Línea Liviana,SI,01-2001,12-2001,
808112MM,HYUNDAI,SANTA FE,Delantero Derecho,Línea Liviana,SI,01-2007,12-2009,
808113MM,HYUNDAI,SANTA FE,Delantero Izquierdo,Línea Liviana,SI,01-2007,12-2009,
808567MM,HYUNDAI,I30,D,Línea Liviana,SI,01-2009,12-2012,
808568MM,HYUNDAI,I30,D,Línea Liviana,SI,01-2009,12-2012,
808523MM,HONDA,CIVIC,Delantero Derecho,Línea Liviana,SI,01-2016,,
808524MM,HONDA,CIVIC,Delantero Izquierdo,Línea Liviana,SI,01-2016,,
808533MM,HYUNDAI,Creta,Delantero Izquierdo,Línea Liviana,SI,01-2016,,
